code,url,product_name,generic_name,quantity,brands,categories,ingredients_text,ingredients_analysis_tags,allergens,traces,additives_n,additives_en,nutriscore_score,nutriscore_grade,pnns_groups_1,pnns_groups_2,product_quantity,main_category_en,image_url,image_small_url,image_ingredients_url,image_ingredients_small_url,image_nutrition_url,image_nutrition_small_url,Unnamed: 25,energy-kcal_100g,energy_100g,energy-from-fat_100g,fat_100g,saturated-fat_100g,butyric-acid_100g,caproic-acid_100g,caprylic-acid_100g,capric-acid_100g,lauric-acid_100g,myristic-acid_100g,palmitic-acid_100g,stearic-acid_100g,arachidic-acid_100g,behenic-acid_100g,lignoceric-acid_100g,cerotic-acid_100g,montanic-acid_100g,melissic-acid_100g,unsaturated-fat_100g,monounsaturated-fat_100g,omega-9-fat_100g,polyunsaturated-fat_100g,omega-3-fat_100g,omega-6-fat_100g,alpha-linolenic-acid_100g,eicosapentaenoic-acid_100g,docosahexaenoic-acid_100g,linoleic-acid_100g,arachidonic-acid_100g,gamma-linolenic-acid_100g,dihomo-gamma-linolenic-acid_100g,oleic-acid_100g,elaidic-acid_100g,gondoic-acid_100g,mead-acid_100g,erucic-acid_100g,nervonic-acid_100g,trans-fat_100g,cholesterol_100g,carbohydrates_100g,sugars_100g,added-sugars_100g,sucrose_100g,glucose_100g,fructose_100g,lactose_100g,maltose_100g,maltodextrins_100g,starch_100g,polyols_100g,erythritol_100g,fiber_100g,soluble-fiber_100g,insoluble-fiber_100g,proteins_100g,casein_100g,serum-proteins_100g,nucleotides_100g,salt_100g,added-salt_100g,sodium_100g,alcohol_100g,vitamin-a_100g,beta-carotene_100g,vitamin-d_100g,vitamin-e_100g,vitamin-k_100g,vitamin-c_100g,vitamin-b1_100g,vitamin-b2_100g,vitamin-pp_100g,vitamin-b6_100g,vitamin-b9_100g,folates_100g,vitamin-b12_100g,biotin_100g,pantothenic-acid_100g,silica_100g,bicarbonate_100g,potassium_100g,chloride_100g,calcium_100g,phosphorus_100g,iron_100g,magnesium_100g,zinc_100g,copper_100g,manganese_100g,fluoride_100g,selenium_100g,chromium_100g,molybdenum_100g,iodine_100g,caffeine_100g,taurine_100g,ph_100g,fruits-vegetables-nuts_100g,fruits-vegetables-nuts-dried_100g,fruits-vegetables-nuts-estimate_100g,fruits-vegetables-nuts-estimate-from-ingredients_100g,collagen-meat-protein-ratio_100g,cocoa_100g,chlorophyl_100g,carbon-footprint_100g,carbon-footprint-from-meat-or-fish_100g,nutrition-score-fr_100g,nutrition-score-uk_100g,glycemic-index_100g,water-hardness_100g,choline_100g,phylloquinone_100g,beta-glucan_100g,inositol_100g,carnitine_100g,sulphate_100g,nitrate_100g,acidity_100g,nutriscore_score_final,nutriscore_grade_final,Unnamed: 146,Unnamed: 147,Unnamed: 148,nutriscore_score.1,nutriscore_grade.1,category
8901576003063,http://world-en.openfoodfacts.org/product/8901576003063/butter-murukku-modern-kitchens,Butter Murukku,,150g,Modern Kitchens,"Snacks, Salty snacks","Rice, Urad Dal, Tapioca Powder, Nandini or Amul Butter, Salt, Refined Vegetable Oil, Sesame Seeds & Cumin Seeds","en:may-contain-palm-oil,en:vegan-status-unknown,en:vegetarian",en:sesame-seeds,,0,,,unknown,unknown,unknown,150,Salty snacks,https://images.openfoodfacts.org/images/products/890/157/600/3063/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/157/600/3063/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/157/600/3063/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/157/600/3063/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/157/600/3063/nutrition_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/157/600/3063/nutrition_en.3.200.jpg,,480,2010,,20,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,,,,,,,,,,,,,,12,,,,1.8,,0.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,20,e,,,,,unknown,General Food
8901576001199,http://world-en.openfoodfacts.org/product/8901576001199/potato-mixture-modern-kitchens,Potato Mixture,,150g,Modern Kitchens,Potato crisps with dry fruits,"Potato, Sugar, Peanuts, Almonds, Cashewnuts, Raisins, Curry Leaves, Refined Palm Oil, Black Salt & Salt.","en:palm-oil,en:vegan,en:vegetarian",,,0,,19,e,unknown,unknown,150,Potato-crisps-with-dry-fruits,https://images.openfoodfacts.org/images/products/890/157/600/1199/front_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/157/600/1199/front_en.9.200.jpg,https://images.openfoodfacts.org/images/products/890/157/600/1199/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/157/600/1199/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/890/157/600/1199/nutrition_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/157/600/1199/nutrition_en.12.200.jpg,,640,2680,,44,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,4,,,,,,,,,,,1.2,,,0,,,,0.8,,0.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,19,,,,,,,,,,,,21,e,,,,19,e,General Food
8901571009343,http://world-en.openfoodfacts.org/product/8901571009343/horlicks-protein-chocolate,Horlicks Protein+ Chocolate,,200g,Horlicks,"Dietary supplements,beverages","Protein Products (39%) [Whey Protein Concentrate (30%), Soy Protein Isolate (9%)], Cereal Extract (24%), Sugar, Casein (1.1%) [From Milk Solids (5.5%)], Cocoa Powder, Minerals, Wheat Gluten, Nature Identical Flavouring Substances","en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,,unknown,Beverages,Sweetened beverages,200,Dietary supplements,,,https://images.openfoodfacts.org/images/products/890/157/100/9343/ingredients_en.13.400.jpg,https://images.openfoodfacts.org/images/products/890/157/100/9343/ingredients_en.13.200.jpg,https://images.openfoodfacts.org/images/products/890/157/100/9343/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/157/100/9343/nutrition_en.11.200.jpg,,379,1586,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,22,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,3,c,,,,,unknown,Beverages
8901560600223,http://world-en.openfoodfacts.org/product/8901560600223/soya-chunks,Soya Chunks,,100g,,,soya flour,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,,unknown,unknown,unknown,100,,https://images.openfoodfacts.org/images/products/890/156/060/0223/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/156/060/0223/front_en.3.200.jpg,,,,,,349,1460,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,16,,,,,,,,,,,17,,,51,,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,-4,a,,,,,unknown,General Food
8901560090284,http://world-en.openfoodfacts.org/product/8901560090284/pasta,pasta,,200g,,,corn,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,,unknown,unknown,unknown,200,,https://images.openfoodfacts.org/images/products/890/156/009/0284/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/156/009/0284/front_en.3.200.jpg,,,,,,23,96,,26,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,25,,,,,,,,,,,6,,,78,,,,20,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,34,e,,,,,unknown,General Food
8901553111040,http://world-en.openfoodfacts.org/product/8901553111040/rich-milk-keventer,Rich milk,,,Keventer,"Dairies,Milks",Milk,"en:palm-oil-free,en:non-vegan,en:vegetarian",,,0,,,unknown,Milk and dairy products,Milk and yogurt,,Milks,https://images.openfoodfacts.org/images/products/890/155/311/1040/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/890/155/311/1040/front_fr.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/155/311/1040/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/155/311/1040/nutrition_en.6.200.jpg,,76,318,,4.6,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.019,5.07,,,,,,,,,,,,0,,,3.05,,,,0.08,,0.032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,b,,,,,unknown,Beverages
8901542002090,http://world-en.openfoodfacts.org/product/8901542002090/doodhshakti-ghee-nutralite,DoodhShakti Ghee,,1L,Nutralite,"Dairies, Fats, Spreads, Spreadable fats, Animal fats, Milkfat, Dairy spread, Butters, Butter fat, Clarified butter",Milk Fat,"en:may-contain-palm-oil,en:non-vegan,en:vegetarian",en:milk,,0,,20,e,Fat and sauces,Fats,1000,Clarified butter,https://images.openfoodfacts.org/images/products/890/154/200/2090/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/154/200/2090/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/154/200/2090/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/154/200/2090/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/154/200/2090/nutrition_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/154/200/2090/nutrition_en.9.200.jpg,,897,3753,,99.7,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.41,0,0,,,,,,,,,,,,,,0,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,20,,,,,,,,,,,,20,e,,,,20,e,Fat/Nuts/Oil/Seeds
8901537074415,http://world-en.openfoodfacts.org/product/8901537074415/sona-masoori-rice-daawat,Sona Masoori Rice,,5 kg,Daawat,Rice,Rice,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,,unknown,Fruits and vegetables,Vegetables,5000,Rice,https://images.openfoodfacts.org/images/products/890/153/707/4415/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/153/707/4415/front_en.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/153/707/4415/nutrition_en.9.400.jpg,https://images.openfoodfacts.org/images/products/890/153/707/4415/nutrition_en.9.200.jpg,1457,348,1457,,0.5,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,78,,,,,,,,,,,,1.9,,,8.2,,,,0.001875,,0.00075,,,,,,,,,,,,,,,,,,,,,0.0076,,0.00108,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,b,,,,,unknown,General Food
8901537074231,http://world-en.openfoodfacts.org/product/8901537074231/daawat-pulav-basmati-rice-1kg,Daawat pulav basmati rice 1kg,,1 kg,Daawat,"Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Seeds, Cereals and their products, Cereal grains, Rices, Aromatic rices, Indica rices, Long grain rices, Basmati rices",Basmati Rice,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,-2,a,Cereals and potatoes,Cereals,1000,Basmati rices,https://images.openfoodfacts.org/images/products/890/153/707/4231/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/153/707/4231/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/153/707/4231/ingredients_en.12.400.jpg,https://images.openfoodfacts.org/images/products/890/153/707/4231/ingredients_en.12.200.jpg,https://images.openfoodfacts.org/images/products/890/153/707/4231/nutrition_en.18.400.jpg,https://images.openfoodfacts.org/images/products/890/153/707/4231/nutrition_en.18.200.jpg,,350,1464,,0.47,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,78,0,,,,,,,,,,,1.6,,,8.8,,,,0.00425,,0.0017,,,,,,,,,,,,,,,,,,,,,0.0059,,0.00108,,,,,,,,,,,,,,,,0,,,,,,-2,,,,,,,,,,,,1,b,,,,-2,a,General Food
8901512927804,http://world-en.openfoodfacts.org/product/8901512927804/instant-rolled-oats-sundrop-heart,Instant Rolled Oats,,1 kg,Sundrop Heart,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Rolled oats",Oats,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,-4,a,Cereals and potatoes,Breakfast cereals,1000,Rolled oats,https://images.openfoodfacts.org/images/products/890/151/292/7804/front_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/151/292/7804/front_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/151/292/7804/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/151/292/7804/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/151/292/7804/nutrition_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/151/292/7804/nutrition_en.8.200.jpg,,380,1590,,8.4,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.2,0.8,,,,,,,,,,,10.8,,,12.2,,,,0.01625,,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-4,,,,,,,,,,,,-4,a,,,,-4,a,General Food
8901499011534,http://world-en.openfoodfacts.org/product/8901499011534/kellogg-s-oats,Kellogg's Oats,,425,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, Flakes, Cereal flakes, Rolled flakes, Oat-flakes","Rolled Oats (100%) Contains Oats. Kellogg's Oats is sourced from a facility that processes wheat, barley, nuts, soy and milk and may contain these in traces. This product is","en:palm-oil-content-unknown,en:non-vegan,en:vegetarian-status-unknown",,,0,,,unknown,Cereals and potatoes,Breakfast cereals,0,Rolled oats,https://images.openfoodfacts.org/images/products/890/149/901/1534/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/901/1534/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/149/901/1534/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/149/901/1534/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/149/901/1534/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/901/1534/nutrition_en.7.200.jpg,,460,1925,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8,,,,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,1,b,,,,,unknown,General Food
8901499010230,http://world-en.openfoodfacts.org/product/8901499010230/oats-kellog-s,Oats,,,Kellog's,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Cereal grains,Oat,Rolled oats",Oats,"en:palm-oil-free,en:vegan,en:vegetarian",en:gluten,,0,,-5,a,Cereals and potatoes,Breakfast cereals,,Oat,https://images.openfoodfacts.org/images/products/890/149/901/0230/front_en.10.400.jpg,https://images.openfoodfacts.org/images/products/890/149/901/0230/front_en.10.200.jpg,https://images.openfoodfacts.org/images/products/890/149/901/0230/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/149/901/0230/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/890/149/901/0230/nutrition_en.6.400.jpg,https://images.openfoodfacts.org/images/products/890/149/901/0230/nutrition_en.6.200.jpg,,379,1586,,9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8,1.3,,,,,,,,,,,10,,,11.6,,,,0.0175,,0.007,,,,,,,,,,,,,,,,,,,,,,,0.0024,0.1013,0.0022,,,,,,,,,,,,,,0,,,,,,-5,,,,,,,,,,,,-4,a,,,,-5,a,General Food
8901499009470,http://world-en.openfoodfacts.org/product/8901499009470/kellogg-s-oats,Kellogg's Oats,,1 kg,Kellogg's,"Plant-based foods and beverages, Plant-based foods, Breakfasts, Cereals and potatoes, Cereals and their products, Breakfast cereals, en:rolled-oats",Oats (100%),"en:palm-oil-free,en:vegan,en:vegetarian",en:gluten,"en:gluten,en:nuts",0,,-5,a,Cereals and potatoes,Breakfast cereals,1000,Rolled oats,https://images.openfoodfacts.org/images/products/890/149/900/9470/front_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/9470/front_en.7.200.jpg,,,https://images.openfoodfacts.org/images/products/890/149/900/9470/nutrition_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/9470/nutrition_en.4.200.jpg,,379,1586,,9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8,0,,,,,,,,,,,10,,,11.6,,,,0.0175,,0.007,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-5,,,,,,,,,,,,-4,a,,,,-5,a,General Food
8901499008299,http://world-en.openfoodfacts.org/product/8901499008299/corn-flakes-original-kellogg,Corn Flakes Original,,30g,"kellogg, Kellogg's","Plant-based foods and beverages, Plant-based foods, Cereals and potatoes, Cereals and their products, en:corn-flakes","Corn Grits (87.7%), Sugar, Cereal Extract, lodized Salt, Vitamins, Minerals and Antioxidant (INS 320 CONTAINS GLUTEN. MAY CONTAIN TRACES OF TREENUTS.","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian-status-unknown",,en:May contain traces of treenuts,0,,,unknown,Cereals and potatoes,Breakfast cereals,30,Corn flakes,https://images.openfoodfacts.org/images/products/890/149/900/8299/front_en.17.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8299/front_en.17.200.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8299/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8299/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8299/nutrition_en.19.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/8299/nutrition_en.19.200.jpg,,378,1582,,1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.9,9.2,,,,,,,,,,,2.5,,,6.7,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,4,c,,,,,unknown,General Food
8901499007728,http://world-en.openfoodfacts.org/product/8901499007728/oats-kellogg-s,Oats,,,Kellogg's,oats,Rolled Oats,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,-5,a,Cereals and potatoes,Cereals,,Oat,https://images.openfoodfacts.org/images/products/890/149/900/7728/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/7728/front_fr.3.200.jpg,https://images.openfoodfacts.org/images/products/890/149/900/7728/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/7728/ingredients_en.8.200.jpg,https://images.openfoodfacts.org/images/products/890/149/900/7728/nutrition_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/890/149/900/7728/nutrition_fr.5.200.jpg,,379,1586,,9,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.8,0,,,,,,,,,,,10,,,11.6,,,,0.0175,,0.007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-5,,,,,,,,,,,,-4,a,,,,-5,a,General Food
8901491983143,http://world-en.openfoodfacts.org/product/8901491983143/lays-potato-chips-lay-s,lays potato chips,,28g,Lay's,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Wavy potato crisps","Potato, Edible Vegetable Oil (Palmolein Oil, Rice Bran Oil), Sugar (5.5%), Starch, lodised Salt, &quot;Spices & Condiments (Garlic Powder, Onion Powder, Chilli), Cocoa Solids, Milk Solids. CONTAINS ADDED FLAVOUR (NATURAL, NATURE IDENTICAL &ARTIFICIAL (SOY SAUCE) FLAVOURING SUBSTANCES) &quot;Ued a natural flavouring agent. POTATO CHIPS PROPRIETARY FOOD&quot; Limited perod offer valid in select geographies only.","en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",,,0,,24,e,Salty snacks,Appetizers,28,Wavy potato crisps,https://images.openfoodfacts.org/images/products/890/149/198/3143/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/149/198/3143/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/149/198/3143/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/198/3143/ingredients_en.7.200.jpg,https://images.openfoodfacts.org/images/products/890/149/198/3143/nutrition_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/149/198/3143/nutrition_en.11.200.jpg,,544,2276,,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.7,6,,,,,,,,,,,,,,7,,,,1.71704,,0.686816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6875,,,,,,24,,,,,,,,,,,,25,e,,,,24,e,General Food
8901491981682,http://world-en.openfoodfacts.org/product/8901491981682/lays-cream-and-onion-patato-chips-lay-s,Lays Cream and Onion Patato Chips,,45 gms,Lay's,"Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps","Potato, Edible Vegetable Oil (Paimolein Oil, Rice Bran Oil), Sugar, iodised Salt, Milk Products (Milk Solids, Cheese Powder) (1.4%), &quot;Spices","en:palm-oil-free,en:non-vegan,en:vegetarian-status-unknown",,,0,,,unknown,Salty snacks,Appetizers,45,Potato crisps,https://images.openfoodfacts.org/images/products/890/149/198/1682/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/149/198/1682/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/149/198/1682/ingredients_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/198/1682/ingredients_en.7.200.jpg,,,,544,2276,,34,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.6,7.8,,,,,,,,,,,,,,,,,,1.88468,,0.753872,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,27,e,,,,,unknown,General Food
8901491702546,http://world-en.openfoodfacts.org/product/8901491702546/oats-multigrain-quaker,Oats Multigrain,,,Quaker,oats,Oat flakes,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,-4,a,Cereals and potatoes,Cereals,,Oat,https://images.openfoodfacts.org/images/products/890/149/170/2546/front_fr.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/170/2546/front_fr.3.200.jpg,,,https://images.openfoodfacts.org/images/products/890/149/170/2546/nutrition_fr.5.400.jpg,https://images.openfoodfacts.org/images/products/890/149/170/2546/nutrition_fr.5.200.jpg,,399,1669,,8,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.7,2.2,,,,,,,,,,,10,,,11.1,,,,0.2925,,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-4,,,,,,,,,,,,-3,a,,,,-4,a,General Food
8901491702539,http://world-en.openfoodfacts.org/product/8901491702539/oats-multigrain-quaker,Oats Multigrain,,300g,Quaker,Multigrain oats,"+Wholegrain Whole Oat Flakes (60%), Wheat Flakes (18%), Barley Flakes(10%), Ragi Flakes (5%), Flax Seeds (5%), Sugar, lodised Salt, Malt Extract, Flavor (Natural Flavouring Substances).","en:palm-oil-free,en:vegan-status-unknown,en:vegetarian",,,0,,-3,a,unknown,unknown,300,Multigrain-oats,https://images.openfoodfacts.org/images/products/890/149/170/2539/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/170/2539/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/149/170/2539/ingredients_en.11.400.jpg,https://images.openfoodfacts.org/images/products/890/149/170/2539/ingredients_en.11.200.jpg,https://images.openfoodfacts.org/images/products/890/149/170/2539/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/170/2539/nutrition_en.7.200.jpg,,407,1703,,9,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,2.2,1.2,,,,,,,,,,12,,,11.1,,,,0.2925,,0.117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-3,,,,,,,,,,,,-2,a,,,,-3,a,General Food
8901491503051,http://world-en.openfoodfacts.org/product/8901491503051/west-indies-hot-n-sweet-chilli-frito-lay,West Indies' Hot 'n' Sweet Chilli,,52g,Frito-lay,Chips and fries,"Potato, Edible Vegetable Oil (Palmolein Oil, Rice Bran Oil), Sugar (5.5%), Starch, Salt, Spices & Condiments (Garlic Powder, Onion Powder, Chill), Cocoa Solids, Milk Solids.","en:palm-oil,en:non-vegan,en:vegetarian-status-unknown",,,0,,24,e,unknown,unknown,52,Chips and fries,https://images.openfoodfacts.org/images/products/890/149/150/3051/front_en.3.400.jpg,https://images.openfoodfacts.org/images/products/890/149/150/3051/front_en.3.200.jpg,https://images.openfoodfacts.org/images/products/890/149/150/3051/ingredients_en.5.400.jpg,https://images.openfoodfacts.org/images/products/890/149/150/3051/ingredients_en.5.200.jpg,https://images.openfoodfacts.org/images/products/890/149/150/3051/nutrition_en.7.400.jpg,https://images.openfoodfacts.org/images/products/890/149/150/3051/nutrition_en.7.200.jpg,,544,2276,,33,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,54.7,6,,,,,,,,,,,,,,7,,,,1.71704,,0.686816,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,24,,,,,,,,,,,,25,e,,,,24,e,General Food
8901491103800,http://world-en.openfoodfacts.org/product/8901491103800/oats-quaker,Oats,,1kg,Quaker,"Plant-based foods and beverages,Plant-based foods,Breakfasts,Cereals and potatoes,Cereals and their products,Breakfast cereals,Flakes,Cereal flakes,Rolled flakes,Rolled oats",Rolled Oats Flakes,"en:palm-oil-free,en:vegan,en:vegetarian",,,0,,-4,a,Cereals and potatoes,Breakfast cereals,1000,Rolled oats,https://images.openfoodfacts.org/images/products/890/149/110/3800/front_en.4.400.jpg,https://images.openfoodfacts.org/images/products/890/149/110/3800/front_en.4.200.jpg,https://images.openfoodfacts.org/images/products/890/149/110/3800/ingredients_en.8.400.jpg,https://images.openfoodfacts.org/images/products/890/149/110/3800/ingredients_en.8.200.jpg,,,,407,1703,,9.5,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8,,,,,,,,,,,10,,,11.8,,,,0.0095,,0.0038,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,-4,,,,,,,,,,,,-3,a,,,,-4,a,General Food
